# Human_geneid	Human_ids	Mouse_geneid	Mouse_ids
334	Q06481-6,Q06481-5,Q06481-3,ENST00000345598,ENST00000338167,ENST00000263574,ENST00000528499,Q06481,Q06481-4,Q06481-2,ENST00000278756	11804	Q06335,Q06335-2,ENSMUST00000072634,ENSMUST00000217641,ENSMUST00000079758
335	P02647,ENST00000359492,ENST00000375320,ENST00000236850	11806	Q00623,ENSMUST00000034588
336	P02652,ENST00000367990	11807	P09813,ENSMUST00000111321,ENSMUST00000005824,ENSMUST00000111320
337	P06727,ENST00000357780	11808	P06728,ENSMUST00000034585
338	P04114,ENST00000233242	238055	E9Q414,ENSMUST00000037811
339	P41238,ENST00000229304	11810	P51908,ENSMUST00000112585,ENSMUST00000112586
341	ENST00000592885,ENST00000592535,ENST00000588802,P02654,ENST00000588750	11812	P34928,ENSMUST00000108451,ENSMUST00000045035
343	ENST00000219660,O94778	11833	P56404,ENSMUST00000098056,ENSMUST00000033023
344	P02655,ENST00000252490	11813	Q05020,ENSMUST00000142352,ENSMUST00000134116
345	ENST00000227667,P02656	11814	ENSMUST00000118649,ENSMUST00000034586,ENSMUST00000214729,P33622,ENSMUST00000121916
346	ENST00000592954,P55056	11425	Q61268,ENSMUST00000003071
347	ENST00000343267,P05090	11815	ENSMUST00000115230,ENSMUST00000130560,P51910
348	P02649,ENST00000252486	11816	ENSMUST00000173739,P08226,ENSMUST00000174064
350	ENST00000205948,P02749	11818	ENSMUST00000000049,Q01339
351	P05067-11,ENST00000357903,P05067-10,P05067-7,ENST00000348990,P05067-2,ENST00000439274,P05067-4,P05067-3,P05067,ENST00000359726,ENST00000358918,P05067-6,ENST00000346798,P05067-9,P05067-8,ENST00000448850,ENST00000354192,ENST00000440126,P05067-5	11820	P12023,P12023-2,ENSMUST00000226232,ENSMUST00000005406,P12023-3,ENSMUST00000227021,ENSMUST00000226801,ENSMUST00000227723
353	ENST00000426324,P07741,ENST00000378364,P07741-2	11821	P08030,ENSMUST00000006764
355	P25445-7,ENST00000652046,ENST00000357339,P25445,P25445-2,P25445-6,P25445-5,P25445-4,ENST00000355279,ENST00000355740,P25445-3	14102	P25446,ENSMUST00000025691,ENSMUST00000112472
356	P48023,ENST00000340030,ENST00000367721,P48023-2	14103	P41047,ENSMUST00000000834,P41047-2
357	Q13796,ENST00000380913,ENST00000418909,ENST00000452575	110380	A2ALU4,ENSMUST00000101141,ENSMUST00000137217,ENSMUST00000062317,A2ALU4-2
358	P29972-3,P29972-2,ENST00000311813,P29972-4,P29972	11826	Q02013,ENSMUST00000004774
359	ENST00000199280,P41181	11827	ENSMUST00000023752,P56402
360	ENST00000645858,Q92482,Q92482-2,ENST00000297991	11828	Q8R2N1,ENSMUST00000055327
361	ENST00000581374,P55087-2,ENST00000383168,P55087	11829	ENSMUST00000238946,ENSMUST00000234391,ENSMUST00000234053,ENSMUST00000234473,P55088,ENSMUST00000079081,ENSMUST00000235044,ENSMUST00000234518,P55088-3,P55088-2
362	ENST00000293599,P55064	11830	ENSMUST00000169082,Q9WTY4
363	Q13520,ENST00000315520	11831	ENSMUST00000023754,Q8C4A0
364	O14520,ENST00000537089,ENST00000297988,ENST00000377425,ENST00000624075,O14520-2,ENST00000379507,ENST00000447660	11832	O54794,ENSMUST00000030136
366	ENST00000219919,O43315,ENST00000558772	64008	ENSMUST00000060917,ENSMUST00000144618,Q9JJJ3,ENSMUST00000113570,ENSMUST00000074465
367	ENST00000613054,P10275,P10275-3,P10275-4,ENST00000513847,P10275-2,ENST00000504326,ENST00000374690	11835	P19091,ENSMUST00000052837
368	ENST00000622290,O95255-2,ENST00000575728,ENST00000205557,ENST00000456970,O95255,O95255-3	27421	Q9R1S7,ENSMUST00000002850
369	P10398-2,ENST00000377045,P10398,ENST00000290277	11836	ENSMUST00000001155,ENSMUST00000136451,ENSMUST00000120356,P04627
372	ENST00000392859,ENST00000264028,P48444-2,P48444	213827	ENSMUST00000034607,Q5XJY5
373	P36406,P36406-3,ENST00000231524,ENST00000274327,ENST00000381018,P36406-2	81003	ENSMUST00000069187,ENSMUST00000022225
374	ENST00000395748,P15514	11839	ENSMUST00000031325,P31955
375	ENST00000272102,ENST00000540651,ENST00000541182,P84077	11840	ENSMUST00000163300,P84078,ENSMUST00000061242
377	ENST00000256682,P61204,P61204-2	11842	ENSMUST00000053183,P61205
378	ENST00000303436,P18085	11843	ENSMUST00000022429,P61750
379	P49703,ENST00000320033	80981	Q99PE9,ENSMUST00000039388
381	P84085,ENST00000000233	11844	P84084,ENSMUST00000020717
382	P62330,ENST00000298316	11845	ENSMUST00000050063,P62331
383	P05089-2,ENST00000673427,ENST00000356962,P05089,P05089-3,ENST00000368087	11846	Q61176,ENSMUST00000020161
384	ENST00000261783,P78540	11847	ENSMUST00000021550,O08691
387	P61586,ENST00000418115,ENST00000422781,ENST00000454011	11848	Q9QUI0,ENSMUST00000194701,ENSMUST00000007959
388	P62745	11852	P62746
389	P08134,ENST00000339083,ENST00000369633,ENST00000369642	11853	Q62159,ENSMUST00000002303,ENSMUST00000106787
390	P61587,ENST00000263895,ENST00000375734	74194	P61588,ENSMUST00000017288
391	P84095,ENST00000396978,ENST00000351018,ENST00000533217	56212	ENSMUST00000098230,P84096
392	ENST00000528837,ENST00000311956,Q07960	228359	ENSMUST00000090614,ENSMUST00000111331,ENSMUST00000111330,Q5FWK3
393	ENST00000370028,P98171-2,P98171,ENST00000350060	171207	ENSMUST00000064376,ENSMUST00000114404,ENSMUST00000114407
394	Q13017-4,ENST00000556611,Q13017,ENST00000345122,ENST00000539826,Q13017-2,Q13017-3	11855	ENSMUST00000110725,ENSMUST00000219443
395	O43182-4,O43182-2,ENST00000303025,ENST00000380718,O43182,ENST00000337414,ENST00000495242,O43182-5,O43182-3	11856	O54834,O54834-2,ENSMUST00000139146,O54834-3,ENSMUST00000112127,ENSMUST00000112131,ENSMUST00000033721,O54834-4
396	ENST00000400721,P52565-2,P52565,ENST00000541078,ENST00000584461,ENST00000269321,ENST00000579121	192662	ENSMUST00000106197,ENSMUST00000067936,Q99PT1
397	ENST00000541644,ENST00000228945,P52566,ENST00000541546	11857	ENSMUST00000111892,ENSMUST00000111891,Q61599,ENSMUST00000032344
398	Q99819,ENST00000219409	14570	Q62160,ENSMUST00000025019
399	ENST00000381799,ENST00000613272,ENST00000505618,ENST00000610353,ENST00000617441,ENST00000619474,Q15669,ENST00000622175,ENST00000615577,ENST00000614836	74734	ENSMUST00000201533,Q9D3G9,ENSMUST00000031106
400	ENST00000539055,P40616,ENST00000261636,P40616-2	104303	ENSMUST00000116234,P61211
401	O14813,ENST00000298231	11859	Q62066,ENSMUST00000008090
402	ENST00000533729,ENST00000246747,P36404,P36404-2	56327	Q9D0J4,ENSMUST00000025893
403	P36405,ENST00000260746	56350	ENSMUST00000236255,ENSMUST00000026009,Q9WUL7
405	ENST00000505755,P27540-4,P27540-3,ENST00000358595,ENST00000515192,ENST00000354396,P27540,P27540-2	11863	ENSMUST00000090804,P53762-2,ENSMUST00000102749,P53762
406	O00327-4,O00327-8,O00327-9,O00327-5,ENST00000673817,ENST00000529388,O00327-1,ENST00000401424,ENST00000403482,O00327,ENST00000673626,O00327-7,ENST00000403290,O00327-3,ENST00000389707,O00327-6,ENST00000403510	11865	Q9WTL8-3,Q9WTL8-2,Q9WTL8-5,ENSMUST00000210074,Q9WTL8-4,ENSMUST00000047321,Q9WTL8
407	P36575-2,ENST00000307959,P36575	170735	ENSMUST00000113769,Q9EQP6
408	ENST00000420843,P49407,ENST00000360025,P49407-2	109689	Q8BWG8-2,Q8BWG8,ENSMUST00000098266,ENSMUST00000032995
409	P32121-3,P32121-5,ENST00000575877,ENST00000346341,ENST00000572457,P32121,P32121-4,ENST00000269260,ENST00000381488,ENST00000412477,P32121-2	216869	Q91YI4,ENSMUST00000102564,ENSMUST00000108568,Q91YI4-2,ENSMUST00000102563,ENSMUST00000079056
410	ENST00000395619,ENST00000356098,ENST00000453344,ENST00000216124,P15289,ENST00000395621,P15289-2	11883	P50428,ENSMUST00000165199
411	ENST00000396151,P15848,P15848-2,ENST00000264914,ENST00000565165	11881	ENSMUST00000091403,P50429-2,P50429
417	P52961,ENST00000250693	11870	ENSMUST00000033300,Q60935
419	ENST00000349321,Q13508-3,ENST00000341029,Q13508-2,Q13508,ENST00000355810	109979	ENSMUST00000119587,ENSMUST00000118106,Q8R2G4-7,Q8R2G4,ENSMUST00000121096,Q8R2G4-8,ENSMUST00000120193
420	Q93070,ENST00000420600,ENST00000228936	109978	Q9CRA0,ENSMUST00000032341
421	ENST00000263207,O00192-2,O00192,ENST00000495096,ENST00000406259	11877	ENSMUST00000090103,ENSMUST00000115614,P98203-4,ENSMUST00000150253,ENSMUST00000115613,P98203-2,ENSMUST00000232025,P98203-5,ENSMUST00000115612,P98203
427	Q13510-2,ENST00000636691,ENST00000636815,Q13510-3,ENST00000381733,ENST00000314146,Q13510	11886	ENSMUST00000034000,Q9WV54
429	P50553,ENST00000266744	17172	Q02067,ENSMUST00000020243
430	Q99929,ENST00000331289	17173	ENSMUST00000009392,O35885
433	ENST00000254850,P07307-2,P07307-3,ENST00000446679,P07307,ENST00000355035	11890	P24721,ENSMUST00000102572,ENSMUST00000143772
434	ENST00000374954,P42127	50518	ENSMUST00000029123,Q03288,ENSMUST00000130870
435	ENST00000395331,ENST00000380839,P04424-3,P04424,P04424-2,ENST00000304874,ENST00000395332	109900	ENSMUST00000161094,Q91YI0
438	ENST00000381241,P46597-2,ENST00000381233,P46597-3,P46597	107626	D3KU66,ENSMUST00000178693
439	ENST00000357332,O43681	56495	ENSMUST00000064314,O54984
440	P08243-2,ENST00000437628,ENST00000455086,ENST00000175506,ENST00000394309,ENST00000444334,P08243,ENST00000394308,P08243-3	27053	Q61024,ENSMUST00000031766
443	ENST00000263080,ENST00000456349,P45381	11484	ENSMUST00000021119,Q8R3P0
444	ENST00000522603,ENST00000522835,Q12797-9,ENST00000445642,Q12797-3,ENST00000518068,Q12797-10,ENST00000379449,Q12797,ENST00000356457,ENST00000517847,Q12797-6,Q12797-11,ENST00000517903,ENST00000518306,Q12797-4,ENST00000541428,ENST00000517661,ENST00000389204,Q12797-5,Q12797-8,ENST00000379454,Q12797-2,Q12797-7	65973	Q8BSY0-2,ENSMUST00000108337,Q8BSY0,ENSMUST00000078139,ENSMUST00000108335,ENSMUST00000084915,ENSMUST00000108333,ENSMUST00000108334,ENSMUST00000108339,ENSMUST00000103004,ENSMUST00000146441,ENSMUST00000038564,ENSMUST00000108340
445	P00966,ENST00000372393,ENST00000352480	11898	ENSMUST00000102840,P16460
460	ENST00000367657,ENST00000424564,ENST00000361833,O14525-3,O14525-2,O14525	11899	ENSMUST00000046110,ENSMUST00000193042,Q61137,Q61137-2
462	ENST00000367698,P01008	11905	P32261,ENSMUST00000064725
463	ENST00000268489,ENST00000641206,ENST00000397992,Q15911-2,Q15911,Q6ZP98	11906	ENSMUST00000043896
466	P18846-2,ENST00000262053,P18846	11908	ENSMUST00000023769,P81269
467	P18847,ENST00000341491,P18847-5,ENST00000366987,P18847-4,ENST00000336937,ENST00000613954,P18847-2,ENST00000366983,P18847-3	11910	Q60765,ENSMUST00000027941
468	ENST00000337304,P18848	11911	Q06507,ENSMUST00000109605
471	P31939,P31939-2,ENST00000435675,ENST00000236959	108147	ENSMUST00000027384,Q9CWJ9
472	Q13315,ENST00000452508,ENST00000526567,ENST00000524792,ENST00000527805,ENST00000639240	11920	ENSMUST00000118282,Q62388
473	Q9P2R6,ENST00000400908,ENST00000337907,ENST00000476556,Q9P2R6-2	68703	ENSMUST00000105682,Q80TZ9
474	Q92858	11921	P48985
475	ENST00000313115,O00244	11927	O08997,ENSMUST00000108857
476	P05023-4,P05023-3,P05023,ENST00000369496,ENST00000295598,ENST00000537345,P05023-2	11928	ENSMUST00000036493,Q8VDN2
478	P13637,ENST00000545399,P13637-3,ENST00000543770,ENST00000648268,P13637-2	232975	Q6PIC6,ENSMUST00000080882
479	ENST00000381946,P54707-2,ENST00000218548,P54707	192113	ENSMUST00000007340,Q9Z1W8
481	P05026-2,ENST00000367815,P05026	11931	ENSMUST00000027863,P14094
482	P14415,ENST00000250111	11932	ENSMUST00000047889,P14231
483	ENST00000286371,P54709-2,P54709	11933	P97370,ENSMUST00000034983
486	P54710,ENST00000292079,P54710-2,ENST00000260287	11936	Q04646,Q04646-3,ENSMUST00000041005,Q04646-2
487	ENST00000536376,O14983-2,O14983,O14983-3,ENST00000395503,ENST00000357084	11937	ENSMUST00000032974,Q8R429
488	ENST00000377685,P16615,P16615-4,P16615-3,ENST00000308664,P16615-2,P16615-5,ENST00000539276,ENST00000548169	11938	O55143-2,ENSMUST00000177974,O55143
489	ENST00000359983,ENST00000397043,Q93084-4,ENST00000397035,Q93084-7,ENST00000397041,Q93084-3,ENST00000309890,Q93084-6,Q93084-1,ENST00000352011,Q93084,Q93084-5	53313	Q64518-1,ENSMUST00000108485,Q64518,ENSMUST00000021142,Q64518-3
490	P20020-4,P20020-6,P20020-1,P20020-2,P20020-5,ENST00000359142,P20020,ENST00000261173	67972	ENSMUST00000020107,G5E829
491	ENST00000646379,Q01814-3,ENST00000460129,Q01814-7,ENST00000452124,ENST00000360273,Q01814-6,Q01814-4,Q01814,ENST00000397077,ENST00000638646,Q01814-8,Q01814-2,Q01814-5,ENST00000643662	11941	ENSMUST00000152831,ENSMUST00000101044,Q9R0K7,ENSMUST00000089003,ENSMUST00000101045
492	Q16720-2,Q16720-3,Q16720-6,ENST00000349466,Q16720-8,Q16720,ENST00000370186,Q16720-7,Q16720-5,ENST00000359149,Q16720-4	320707	ENSMUST00000088429,ENSMUST00000033744
493	ENST00000367218,P23634-5,P23634,P23634-8,P23634-6,P23634-3,ENST00000357681,P23634-4,P23634-7,P23634-2	381290	ENSMUST00000165602,ENSMUST00000048953,Q6Q477,Q6Q477-2
495	P20648,ENST00000262623	11944	ENSMUST00000005692,ENSMUST00000170371
496	P51164,ENST00000335288	11945	P50992,ENSMUST00000033826
498	P25705-3,P25705-2,ENST00000593152,P25705,ENST00000398752,ENST00000590665	11946	ENSMUST00000026495,Q03265
501	P49419-2,ENST00000553117,P49419-4,ENST00000409134,P49419	110695	Q9DBF1-2,ENSMUST00000174518,ENSMUST00000066208,Q9DBF1
506	ENST00000262030,P06576	11947	ENSMUST00000026459,P56480
509	ENST00000493053,P36542,P36542-2,ENST00000335698,ENST00000356708	11949	Q91VR2,ENSMUST00000114896,ENSMUST00000114897
513	ENST00000395633,P30049,ENST00000215375	66043	Q9D3D9,ENSMUST00000105366,ENSMUST00000003156
514	ENST00000243997,P56381	67126	ENSMUST00000016396,P56382
515	P24539,ENST00000369722	11950	Q9CQQ7,ENSMUST00000118209
516	ENST00000393366,ENST00000355938,P05496	11951	ENSMUST00000090541,ENSMUST00000107684,Q9CR84
517	Q06055,Q06055-2,ENST00000549748,ENST00000549164,Q06055-3,ENST00000552242	67942	ENSMUST00000185641,P56383
518	ENST00000392541,ENST00000284727,P48201	228033	P56384,ENSMUST00000018914
521	P56385	11958	ENSMUST00000118632,ENSMUST00000049628,Q06185
522	P18859,ENST00000400094,ENST00000457143,ENST00000400087,P18859-2,ENST00000284971,ENST00000400090,ENST00000400093	11957	P97450,ENSMUST00000114191,ENSMUST00000023608,ENSMUST00000114193
523	ENST00000273398,P38606,P38606-2	11964	ENSMUST00000114666,ENSMUST00000063661,P50516,P50516-2
525	P15313,ENST00000234396	110935	ENSMUST00000006431
526	ENST00000276390,P21281	11966	ENSMUST00000006435,P62814
527	P27449,ENST00000330398	11984	P63082,ENSMUST00000024932,ENSMUST00000098862
528	P21283,ENST00000518738	66335	Q9Z1G3,ENSMUST00000022904
529	ENST00000253413,P36543-2,P36543-3,P36543,ENST00000399796,ENST00000399798	11973	P50518,ENSMUST00000019354
533	Q99437-2,Q99437,ENST00000532642,ENST00000236067,ENST00000472174	114143	ENSMUST00000036380,Q91V37
534	ENST00000376151,O95670-3,O95670,ENST00000483251,O95670-2,ENST00000303892	66237	Q9WTT4,ENSMUST00000068261,ENSMUST00000130992
535	ENST00000264649,ENST00000537728,Q93050,Q93050-1,Q93050-3,ENST00000585525,ENST00000544137,ENST00000343619,ENST00000393829	11975	Q9Z1G4-2,ENSMUST00000044721,Q9Z1G4-3,Q9Z1G4,ENSMUST00000092663,ENSMUST00000103110
537	ENST00000369762,Q15904,ENST00000619046	54411	ENSMUST00000019231,ENSMUST00000114171,Q9R1Q9
538	Q04656-6,Q04656-5,Q04656,Q04656-4,ENST00000343533,Q04656-3,ENST00000341514,Q04656-2	11977	ENSMUST00000113557,Q64430,ENSMUST00000055941
539	ENST00000290299,P48047	28080	ENSMUST00000023677,Q9DB20
540	P35670-4,P35670-5,ENST00000673772,ENST00000400366,P35670-3,ENST00000448424,P35670,P35670-2,ENST00000344297,ENST00000242839	11979	ENSMUST00000006742,Q64446
546	ENST00000480283,P46100-4,ENST00000395603,P46100,ENST00000373344,P46100-3,P46100-2,P46100-6,P46100-5	22589	Q61687,ENSMUST00000113573
547	ENST00000498729,ENST00000650130,ENST00000320389,Q12756,ENST00000647731,ENST00000647885,Q12756-2,ENST00000649306,ENST00000648364,Q12756-3,ENST00000648047,ENST00000650053,ENST00000648129,ENST00000648680,ENST00000649096	16560	ENSMUST00000086819,ENSMUST00000112958,ENSMUST00000171796,ENSMUST00000171556
549	ENST00000375731,Q13825,ENST00000303617,Q13825-2	11992	ENSMUST00000021913,Q9JLZ3-3,Q9JLZ3-2,Q9JLZ3
550	ENST00000463900,ENST00000425118,Q9Y679,Q9Y679-3,ENST00000377526	11993	ENSMUST00000092618,ENSMUST00000203915
551	P01185,ENST00000380293	11998	P35455,ENSMUST00000046001
552	ENST00000299178,P37288	54140	Q62463,ENSMUST00000020323
553	ENST00000367126,P47901	26361	Q9WU02,ENSMUST00000027690
554	ENST00000434679,ENST00000370049,P30518,P30518-2	12000	ENSMUST00000114395,O88721,ENSMUST00000033765,ENSMUST00000101470
558	P30530,ENST00000359092,P30530-2,ENST00000301178,ENST00000593513	26362	ENSMUST00000002677,Q00993,ENSMUST00000085948
563	P25311,ENST00000292401	12007	ENSMUST00000035390,Q64726
567	P61769	12010	P01887,ENSMUST00000102476
570	ENST00000395051,Q14032,ENST00000259407	12012	ENSMUST00000043056,Q91X34
571	ENST00000399921,ENST00000286800,O14867	12013	ENSMUST00000026703,P97302
572	ENST00000309032,ENST00000394532,Q92934	12015	ENSMUST00000025910,ENSMUST00000113423,Q61337
573	ENST00000634734,Q99933-4,Q99933-2,Q99933-3,Q99933	12017	ENSMUST00000191273,Q60739-2,Q60739
575	ENST00000521208,O14514	107831	ENSMUST00000187485,ENSMUST00000186360,Q3UHD1,ENSMUST00000042035
576	O60241-3,ENST00000373658,O60241-2,O60241,O60241-4,ENST00000398556,ENST00000527361,ENST00000373655,ENST00000398547,ENST00000398538	230775	ENSMUST00000121049,Q8CGM1-2,ENSMUST00000120204,ENSMUST00000106017,ENSMUST00000106015,Q8CGM1-3,Q8CGM1
577	ENST00000370598,O60242-2,O60242	210933	Q80ZF8,ENSMUST00000151309
578	Q16611-2,Q16611,ENST00000374467	12018	O08734,ENSMUST00000078691,ENSMUST00000025034
579	ENST00000382438,P78367	12020	P97503,ENSMUST00000060820
580	Q99728,ENST00000421162,ENST00000613374,ENST00000619009,Q99728-3,ENST00000617164,Q99728-2,Q99728-4,ENST00000260947	12021	O70445,ENSMUST00000027393
581	Q07812-6,Q07812-2,Q07812-5,ENST00000539787,Q07812-8,ENST00000506183,ENST00000345358,ENST00000354470,ENST00000293288,Q07812-3,Q07812-7,Q07812-4,Q07812,ENST00000415969	12028	Q07813,ENSMUST00000033093
582	Q8NFJ9-3,ENST00000318312,Q8NFJ9-2,Q8NFJ9	52028	ENSMUST00000053506,Q3V3N7
583	ENST00000245157,Q9BXC9	67378	ENSMUST00000034206,Q9CWF6
585	ENST00000268057,Q96RK4,ENST00000395205,Q96RK4-2,Q96RK4-3	102774	ENSMUST00000026265,Q8C1Z7
586	ENST00000539282,P54687-4,ENST00000342945,P54687-3,ENST00000261192,ENST00000538118,P54687,ENST00000539780,P54687-2,P54687-5	12035	P24288,ENSMUST00000032402,ENSMUST00000111742
587	ENST00000545387,ENST00000597011,ENST00000402551,ENST00000316273,O15382-2,O15382	12036	O35855,ENSMUST00000209204,ENSMUST00000033098
590	ENST00000264381,ENST00000497011,P06276	12038	ENSMUST00000029367,Q03311
593	P12694,P12694-2,ENST00000269980	12039	ENSMUST00000071329
594	ENST00000320393,ENST00000356489,P21953-2,P21953	12040	ENSMUST00000190637,ENSMUST00000190166,Q6P3A8-2,Q6P3A8
595	ENST00000227507,P24385	12443	ENSMUST00000093962,P25322
596	ENST00000333681,P10415-2,P10415	12043	P10417-2,P10417,ENSMUST00000112751
598	Q07817-3,ENST00000439267,ENST00000434194,ENST00000456404,ENST00000420488,ENST00000307677,Q07817-2,Q07817	12048	ENSMUST00000007803,ENSMUST00000109820,Q64373-4,Q64373,Q64373-3,Q64373-2
602	ENST00000444487,ENST00000164227,P20749	12051	ENSMUST00000120537,Q9Z2F6
604	ENST00000450123,P41182,ENST00000406870,ENST00000621333,ENST00000232014,P41182-2	12053	P41183,ENSMUST00000023151
605	ENST00000261822,Q4VC05-2,ENST00000538010,Q4VC05	77045	Q9CXE2,ENSMUST00000031391,Q9CXE2-2
607	O00512,ENST00000234739	77578	ENSMUST00000046521,Q9D219
608	ENST00000053243,Q02223-2,Q02223	21935	ENSMUST00000023140,O88472-2,O88472
610	ENST00000251287,Q9UL51	15166	O88703,ENSMUST00000099513
611	P03999,ENST00000249389	12057	P51491,ENSMUST00000080428
613	ENST00000305877,P11274-2,ENST00000359540,P11274	110279	ENSMUST00000164107,Q6PAJ1
617	ENST00000477422,ENST00000359273,ENST00000431802,Q9Y276,ENST00000392109,ENST00000412366,ENST00000439945,ENST00000392110,ENST00000392111	66821	Q9CZP5,ENSMUST00000113733,ENSMUST00000027358
622	ENST00000392379,Q02338,ENST00000358186,ENST00000392378	71911	ENSMUST00000115227,ENSMUST00000089759,Q80XN0
623	P46663,ENST00000216629	12061	Q61125
624	ENST00000554311,P30411-2,P30411	12062	ENSMUST00000001652,P32299,P32299-2
627	ENST00000439476,ENST00000532997,P23560-5,ENST00000418212,ENST00000530861,ENST00000525528,ENST00000314915,ENST00000525950,P23560-3,ENST00000584049,ENST00000438929,ENST00000533246,ENST00000395981,P23560,ENST00000395986,ENST00000395978,P23560-4,P23560-2,ENST00000356660,ENST00000395983	12064	ENSMUST00000176893,ENSMUST00000111051,ENSMUST00000111046,P21237-2,ENSMUST00000111050,ENSMUST00000053317,ENSMUST00000111044,ENSMUST00000111049,ENSMUST00000111045,P21237,ENSMUST00000111043,ENSMUST00000111047
629	P00751-2,ENST00000425368,P00751	14962	ENSMUST00000176203
631	Q12934-2,Q12934,ENST00000377873,ENST00000536626,Q12934-3,ENST00000377868	12075	ENSMUST00000099296,A2AMT1,ENSMUST00000028907,A2AMT1-2
632	ENST00000368272,P02818	12096	ENSMUST00000076048,P86546
633	ENST00000331595,P21810	12111	P28653,ENSMUST00000033741
635	ENST00000274353,Q93088	12116	O35490,ENSMUST00000099309
636	Q96G01-4,Q96G01-2,ENST00000548411,Q96G01,ENST00000652176,ENST00000395758,Q96G01-3	12121	Q8BR07-4,Q8BR07-3,ENSMUST00000003544,ENSMUST00000173408,ENSMUST00000111513,Q8BR07,ENSMUST00000086829,Q8BR07-2
637	P55957-2,ENST00000551952,ENST00000614949,P55957-3,ENST00000622694,ENST00000399767,ENST00000399765,ENST00000317361,P55957-4,P55957	12122	P70444,ENSMUST00000004560
638	Q13323,ENST00000216115	12124	O70337,ENSMUST00000016902,ENSMUST00000229165
639	ENST00000652320,ENST00000648754,O75626-3,ENST00000369096,O75626,ENST00000369089,O75626-2	12142	Q60636-3,Q60636-4,Q60636-2,Q60636-5,ENSMUST00000105490,Q60636
640	P51451,ENST00000529894,ENST00000259089	12143	ENSMUST00000014597,P16277
641	P54132,ENST00000560509,ENST00000355112	12144	ENSMUST00000170315,O88700,ENSMUST00000081314
642	Q13867,ENST00000261714	104184	ENSMUST00000021197,Q8R016
643	P32302-2,ENST00000292174,P32302	12145	Q04683,ENSMUST00000062215
